time,temperature,vibration,pressure,failure_warning,failure
53,71.22335257768174,18.59032070534035,89.2815688553573,0.0,0.0
54,72.06199904499191,20.573433791687982,103.4492471382927,0.0,0.0
55,71.86256023823239,20.87597383791258,94.15165748522375,0.0,0.0
56,68.32156495355473,20.788864215852126,99.88826024717655,0.0,0.0
57,69.38157524829757,21.10877666030723,96.70308832280784,0.0,0.0
58,70.66252686280713,21.2411343200148,97.24021492607852,0.0,0.0
59,71.95109025424472,17.87140979117307,108.46978969808994,0.0,0.0
60,69.04165152430942,20.45041195992947,101.5963376039783,0.0,0.0
61,69.62868204667237,19.47039180043044,104.52344201476795,0.0,0.0
62,67.78733005198794,19.252575754009563,100.75470677101372,0.0,0.0
63,67.60758675183865,20.560414632208705,103.10006787327477,0.0,0.0
64,71.6250516447884,18.26970452010425,102.08689181071726,0.0,0.0
65,72.71248005714165,18.24889139412768,101.27228072343414,0.0,0.0
66,69.85597975683933,20.633572744081718,105.5357795458234,0.0,0.0
67,72.00706579578404,20.4877860175109,100.78252726922135,0.0,0.0
68,70.72327205009528,20.13673265587151,111.42574286108852,0.0,0.0
69,68.70976049078975,19.120086595276863,104.80265786406218,0.0,0.0
70,70.72279121101683,20.743829634582124,94.30229651130155,0.0,0.0
71,73.07607313293194,20.680302892060475,99.11725145508508,0.0,0.0
72,69.9283479217801,20.085304515047454,101.98538799745334,0.0,0.0
73,73.12928731162802,18.82267895873023,100.22248417856018,0.0,0.0
74,64.76050979182051,19.574751654270493,103.43436709486085,0.0,0.0
75,71.64380500875045,20.837833677524443,103.98508352416937,0.0,0.0
76,70.17409413647634,21.327191222801787,93.20206507100518,0.0,0.0
77,69.40198529906826,19.67346339662367,106.40538772358248,0.0,0.0
78,70.183521553071,19.750327032191738,97.51591267256978,0.0,0.0
79,66.02486217079822,19.83831089197494,97.02047747067621,0.0,0.0
80,69.56065622432497,20.274893008910972,97.00438803647229,0.0,0.0
81,70.7142251430235,19.418932699939976,104.04288202995292,0.0,0.0
82,72.95578808948304,17.105814942428417,98.66466150926107,0.0,0.0
83,68.9634595634527,21.192769001647097,96.68224177831146,0.0,0.0
84,68.38301279421363,21.79468894716255,97.88020421278232,0.0,0.0
85,68.99648591283092,19.387600140394287,91.02654170542061,0.0,0.0
86,71.83080423540414,18.933346631081225,95.78918118024257,0.0,0.0
87,70.65750221931937,19.862899477609776,93.80208225673451,0.0,0.0
88,68.94047959246592,19.812496116271227,98.65415334752055,0.0,0.0
89,71.02653486622671,20.995518577162958,103.32096635136796,0.0,0.0
90,70.19415509869609,20.054639441645037,102.76937950466613,0.0,0.0
91,71.93728998106577,19.207377169628817,106.28375248773291,0.0,0.0
92,68.5958938122453,18.68159054944195,105.1698790864831,0.0,0.0
93,69.34467570680447,20.865634184819672,97.35701642540812,0.0,0.0
94,69.21578369373569,20.59951124116425,100.09535700376857,0.0,0.0
95,67.07297010373577,21.06055987809182,99.8372195288929,0.0,0.0
96,70.59224055412915,19.031813249278905,89.24473658639056,0.0,0.0
97,70.52211054435978,21.83843689952833,93.91370231545127,0.0,0.0
98,70.01022691328492,18.25630549294276,99.16356661424444,0.0,0.0
99,69.5308257332497,20.70960102140148,99.13551782429596,0.0,0.0
100,67.16925851589917,18.090417232803098,102.56162527102583,0.0,0.0
101,69.15870935446928,19.20966861830153,102.31820814767924,0.0,0.0
102,69.31457096694646,21.561022930447958,91.14653748950133,0.0,0.0
103,68.39544546155676,20.83136425447599,102.59298367228764,0.0,0.0
104,69.67742857666798,19.45377958451282,100.89293603226882,0.0,0.0
105,70.80810171362907,19.481162957178313,103.11686590822315,0.0,0.0
106,73.77237180242106,20.10062211083544,105.33432793820795,0.0,0.0
107,70.34915562566368,20.514140990760723,99.28558513606013,0.0,0.0
108,70.51510078144553,21.251579382682696,106.2279411849004,0.0,0.0
109,69.85110816846766,19.543765995391507,95.55299773053477,0.0,0.0
110,66.16245756940192,18.3882149365128,95.27130939813891,0.0,0.0
111,69.94697224910156,20.15696862704876,102.1438609506777,0.0,0.0
112,70.12046041988205,19.542569162491606,98.1561622734741,0.0,0.0
113,74.92648422497058,18.699366295251554,101.30816282309485,0.0,0.0
114,69.61527807043775,20.297668915312794,109.96491059922246,0.0,0.0
115,70.60309468466723,19.786886245907212,101.96747536751988,0.0,0.0
116,69.9305764605895,20.306512206469794,101.0608476943206,0.0,0.0
117,67.66264392476094,19.10555579981282,95.65389810674077,0.0,0.0
118,72.28564562903004,20.4867105303255,91.50010096687826,0.0,0.0
119,71.50386606537354,18.68290180324502,99.63726692363245,0.0,0.0
120,71.58206389408609,19.172268610303416,105.33435123304098,0.0,0.0
121,68.18122509041052,19.757085768912724,98.38530996469663,0.0,0.0
122,72.8055886218722,21.741818414959713,102.00731249602684,0.0,0.0
123,67.19629787441544,20.784825368548493,107.13248636359292,0.0,0.0
124,71.17371418760054,21.07719250426779,107.0075815661518,0.0,0.0
125,74.38091125161996,21.417077033343144,102.14407943800892,0.0,0.0
126,68.01892734973862,23.602832135810875,100.85053239328671,0.0,0.0
127,68.86740454079445,20.041589067558434,92.40683475498462,0.0,0.0
128,70.19930273017528,21.420400923129854,96.84902677911529,0.0,0.0
129,68.9930486917676,21.012635254401943,98.59622095990963,0.0,0.0
130,66.89867313786773,20.996032503307525,95.73834194282924,0.0,0.0
131,70.13712594961206,21.77423961804018,101.24226631476382,0.0,0.0
132,67.8753925725478,19.580686969015524,109.55824091743051,0.0,0.0
133,70.94718486127036,19.50131497606362,107.58880796330808,0.0,0.0
134,68.1611515315324,20.31976551348186,101.21939930915603,0.0,0.0
135,73.09986881003508,19.817300228078114,103.89717036012414,0.0,0.0
136,68.43349341532753,20.318500852998174,96.3569784232194,0.0,0.0
137,69.35587696758864,21.56274878505301,107.32044675334402,0.0,0.0
138,71.62703443473934,19.521853277293722,92.1901670202741,0.0,0.0
139,67.53827136713208,19.69532103740627,104.56414080543081,0.0,0.0
140,70.45491986920825,20.174311003526576,102.47794855099887,0.0,0.0
141,72.61428550856486,19.77168157397483,96.22070306622788,0.0,0.0
142,66.78503353087754,18.085994171986513,98.9560662163103,0.0,0.0
143,70.3692677170646,19.41987235730106,94.3287364842197,0.0,0.0
144,70.51976558849685,20.687373242237506,94.54179976098884,0.0,0.0
145,71.56364574355462,21.437546750932647,92.04472999688035,0.0,0.0
146,67.52609857824383,18.845381432462272,103.83756951100355,0.0,0.0
147,67.35908677383145,18.840717600769157,106.02672484713341,0.0,0.0
148,71.0438831312338,20.030233802717337,89.19096068093287,0.0,0.0
149,70.59396934646637,17.924404935122162,109.19152758075754,0.0,0.0
150,70.50098570069176,19.55502979701287,99.9399588168158,0.0,0.0
151,70.69289641899395,18.263957940448606,101.44926602438419,0.0,0.0
152,68.63995055684302,21.369061299842464,92.63793582207462,0.0,0.0
153,70.46450739432201,19.230668845649596,106.60412875082433,0.0,0.0
154,70.58614494659736,21.652834186339028,101.00125046583418,0.0,0.0
155,68.57129716394726,21.11352135345834,105.6941311988565,0.0,0.0
156,73.73154902228951,19.353682702302585,106.10429160323872,0.0,0.0
157,70.94766584182358,18.928040363153922,106.67437211360635,0.0,0.0
158,67.6173930055947,19.806454250832413,96.75859612073899,0.0,0.0
159,71.31310721726766,19.895353375741795,98.96018996053398,0.0,0.0
160,68.05063665954536,20.3461469439524,96.94148962635242,0.0,0.0
161,71.5741692074849,19.223456710469822,104.47548231370642,0.0,0.0
162,72.31719115801481,20.746394873522203,101.6644461468187,0.0,0.0
163,68.35863536329659,20.265328054999898,105.34572432006618,0.0,0.0
164,71.92675225848865,19.659604843284136,105.56369401528616,0.0,0.0
165,70.825561853873,19.287959344581978,91.36370254530546,0.0,0.0
166,71.64412031998899,19.815115016901313,106.75385065276936,0.0,0.0
167,73.7935859653079,19.18309874817243,104.75430478882859,0.0,0.0
168,69.50922376799426,20.058438694883588,98.15387558407251,0.0,0.0
169,68.49252767128502,20.08543868521991,101.74896383264814,0.0,0.0
170,68.22097114074896,20.26170728347634,99.38165214208648,0.0,0.0
171,68.36837943006913,21.766242409671854,103.08027839315588,0.0,0.0
172,69.8457965811718,19.867555280300426,98.14301809647561,0.0,0.0
173,70.6823039496333,21.00459786712448,102.39463620584554,0.0,0.0
174,70.55338159866004,20.229587396975703,100.33652652329675,0.0,0.0
175,71.65436649807205,19.761755698101545,97.83903048252347,0.0,0.0
176,70.02600378375581,19.880840730048767,100.95068122451029,0.0,0.0
177,72.90706815431463,19.94117359083195,113.53234786744379,0.0,0.0
178,69.47068633352409,20.279767707728215,96.57231685087159,0.0,0.0
179,75.44033833317924,19.04067923478103,98.75028204369215,0.0,0.0
180,71.25133469553002,18.534659616555032,96.65943800183484,0.0,0.0
181,68.28568488716743,20.654297393474277,97.18391807236208,0.0,0.0
182,67.85821500387777,20.89812383258126,104.0788717669268,0.0,0.0
183,70.96494483048637,20.745635832802805,103.57941229818034,0.0,0.0
184,69.5530744293483,20.15497201855647,99.97068248339345,0.0,0.0
185,71.42800098818418,20.767224627453288,105.13148292634556,0.0,0.0
186,70.94647524914708,20.713429026017142,103.96721647747155,0.0,0.0
187,69.85434217468625,20.787629358954955,99.18832906986893,0.0,0.0
188,68.30641256386319,19.140459178657885,92.33067629102896,0.0,0.0
189,66.97030555062827,18.90304820284537,104.14891503974502,0.0,0.0
190,69.10697009586596,19.611430753247728,100.84832310500987,0.0,0.0
191,71.71279758864695,19.982615890457346,100.11111731850296,0.0,0.0
192,70.4281874882604,19.75807887286771,97.66975989995143,0.0,0.0
193,67.50852244257602,18.123309668662124,103.72324474558158,0.0,0.0
194,70.34636185170237,21.721692612135143,101.7424812621425,0.0,0.0
195,70.77063475945768,19.725954011114265,98.81585978598852,0.0,0.0
196,68.23228512759773,20.172704416576952,93.87272726390545,0.0,0.0
197,70.30745021189105,21.244548990763057,105.33964550940038,0.0,0.0
198,70.116417436892,17.655027730478796,103.02452611577938,0.0,0.0
199,67.71405940433876,19.488306128088286,101.27701449972798,0.0,0.0
200,70.71557472069657,19.612882726420196,86.71613002443002,0.0,0.0
201,71.12156905273648,19.663689954549355,99.8105287144197,0.0,0.0
202,72.16610248635055,19.826513409286047,98.79398148262169,0.0,0.0
203,72.10760410406981,21.447134798444843,96.90752157472829,0.0,0.0
204,67.24466126408582,20.673458875727224,103.77117639282142,0.0,0.0
205,68.12434992016975,20.95803526862883,103.57430017083638,0.0,0.0
206,71.03007053441732,20.047120271810925,102.18412358596194,0.0,0.0
207,71.02757190182442,18.600626953854498,105.18945457383872,0.0,0.0
208,71.0300953726121,17.92030296485399,94.88850742983078,0.0,0.0
209,77.70546298130944,18.470592276768368,97.73172971615347,0.0,0.0
210,71.14178102138634,20.35976570416602,100.37396131592902,0.0,0.0
211,72.2711312803612,20.031769712697635,96.88998990386042,0.0,0.0
212,71.9080035269864,19.78983635244399,103.63584610851771,0.0,0.0
213,71.30278250261159,19.631423093259862,97.38899575934153,0.0,0.0
214,69.3694615107193,22.011721575442746,106.49185002223378,0.0,0.0
215,71.51793844098654,19.177096409023527,95.34420299124905,0.0,0.0
216,68.45434957092486,20.927819456116058,110.65991824750309,0.0,0.0
217,69.52636278651998,20.001912936020993,110.14648677801212,0.0,0.0
218,69.0292729043418,19.939060488214004,99.52623426842328,0.0,0.0
219,70.16374827877264,21.176637548616743,105.73085225462874,0.0,0.0
220,74.62931713334702,21.462530382691444,97.99785969745696,0.0,0.0
221,66.26546961481651,19.760450543115162,105.06643249115672,0.0,0.0
222,71.37252038074902,20.799202719242142,99.12010834271615,0.0,0.0
223,66.7745682576207,20.363891362150053,93.57280050745759,0.0,0.0
224,69.05613626842113,20.007437138809916,82.3359090616055,0.0,0.0
225,72.17790119393473,20.204254942657027,98.65643276964695,0.0,0.0
226,70.12856003819093,19.31199118515516,101.39531254342646,0.0,0.0
227,67.84451044414139,19.693900606668915,106.65158213018108,0.0,0.0
228,68.56939258148006,19.419364720247295,100.18312516075696,0.0,0.0
229,71.35919549786935,20.90137671642892,105.01455067358795,0.0,0.0
230,68.53926673656572,19.904798884458938,97.73029226389237,0.0,0.0
231,70.43291717916395,18.70228597538496,98.31360515234277,0.0,0.0
232,70.09114367980763,19.27656277683691,105.27017841264293,0.0,0.0
233,68.69679930478837,16.80073535478782,87.67662757665364,0.0,0.0
234,74.28788817865065,19.505507398117853,100.06491914451458,0.0,0.0
235,71.26783804463602,20.03764506509715,98.00019325222067,0.0,0.0
236,65.94971482668478,19.863864151133026,106.80305602426142,0.0,0.0
237,70.37290862953886,21.980154351531393,97.3587685251009,0.0,0.0
238,68.67642707046322,20.574906040915035,102.58292484785048,0.0,0.0
239,71.70486666959245,20.53045185308915,104.60758484667348,0.0,0.0
240,68.4149585231346,18.356730965429723,92.53702002934794,0.0,0.0
241,69.77052711706621,19.635357945882866,99.30314845863049,0.0,0.0
242,71.00997455796092,19.513337192676303,97.84181782957032,0.0,0.0
243,71.73151038834024,19.21391880119199,104.73146623414797,0.0,0.0
244,67.59940718588845,19.200119334486654,103.37540920406097,0.0,0.0
245,69.33099752831811,18.191877046058377,98.8339898497041,0.0,0.0
246,69.05010937767808,18.72414679531867,94.76295974791974,0.0,0.0
247,68.69334153485258,20.87409340276495,105.19073348010045,0.0,0.0
248,73.53090848056219,19.857085308006816,99.66173611700609,0.0,0.0
249,70.8099634219219,19.493597581725666,91.9081171716627,0.0,0.0
250,67.47823209132991,19.99458866534729,92.33809800515039,0.0,0.0
251,71.83572389410955,21.16739067870115,102.18816715036488,0.0,0.0
252,74.24431239402527,20.004210520875787,93.62096903617241,0.0,0.0
253,72.0649305211023,20.54037413093104,109.29823746801807,0.0,0.0
254,66.96126006809197,19.153395157611744,95.31464857820335,0.0,0.0
255,69.0315318542675,19.38137004925328,99.99819637321362,0.0,0.0
256,72.53382229837325,20.353976885063677,100.79555983080152,0.0,0.0
257,68.58466106876244,21.892653708337114,96.35311130381577,0.0,0.0
258,70.88763885629245,21.429774859514875,88.80086484711016,0.0,0.0
259,71.54926810685868,20.582828069456138,100.95447548808114,0.0,0.0
260,68.14613905684384,20.151433760160717,96.2338000494887,0.0,0.0
261,69.8809492878764,21.401069355627172,100.58269213808222,0.0,0.0
262,63.517465319861856,20.794678323045122,99.38834473880645,0.0,0.0
263,67.95122471733141,17.70633797762934,101.31645624035902,0.0,0.0
264,69.49486369721367,18.946069152144776,107.8093506032803,0.0,0.0
265,67.5044336360703,20.33814032535793,97.2690849363644,0.0,0.0
266,73.26482260786327,18.213032434449026,97.65577672828752,0.0,0.0
267,67.13971724407874,19.102410995243137,91.67101348623055,0.0,0.0
268,69.11991102660603,19.300185056342027,99.02408024450352,0.0,0.0
269,70.26148115457218,19.743834093754167,102.04934994637483,0.0,0.0
270,72.88254657813224,19.71256979177379,97.58252561214486,0.0,0.0
271,67.12827569764112,19.71087957283317,102.08215250202745,0.0,0.0
272,72.32632750430992,20.825307517240315,99.11245737255405,0.0,0.0
273,70.02046612203917,19.734776134549467,93.48866881015505,0.0,0.0
274,68.0369826979041,19.615369867928766,101.55992535591552,0.0,0.0
275,70.92420694852655,18.650827895856484,98.97083933217492,0.0,0.0
276,70.39811939114693,21.024346201985825,100.61378910704678,0.0,0.0
277,68.79956624568241,19.328502486052514,97.16525058394792,0.0,0.0
278,70.13960416998003,18.912969671998724,96.72298738504553,0.0,0.0
279,69.22937280627647,20.21309057486897,100.78705403776483,0.0,0.0
280,70.22703469050249,19.233058737616936,98.84700043978933,0.0,0.0
281,71.32426134904209,19.474047260205705,108.62139124584633,0.0,0.0
282,73.1720336322907,20.25846017431907,103.99365256080583,0.0,0.0
283,67.5243690023463,19.673517376220445,102.72502129733844,0.0,0.0
284,74.26606674931253,22.311609375300634,99.11259599249293,0.0,0.0
285,66.095824400955,19.9251714566808,89.86988275761746,0.0,0.0
286,69.69642980992883,20.61783821887922,95.9620253619116,0.0,0.0
287,71.17663441296915,18.058305952507055,96.7635327370784,0.0,0.0
288,70.56198373547006,19.13935086808527,98.62507806855044,0.0,0.0
289,68.75460096035881,18.913086305083286,99.83320250305023,0.0,0.0
290,69.58375549928545,19.04562027669737,103.28037482742748,0.0,0.0
291,69.01399813068234,20.415537993837003,101.36572780535033,0.0,0.0
292,68.82127048611157,21.03556506777741,105.79601595734952,0.0,0.0
293,71.69920419404205,20.344630504634512,98.44049013240375,0.0,0.0
294,70.7140309719301,19.773355376433692,101.28581472085081,0.0,0.0
295,68.6141808094787,19.36914496128758,101.719221138894,0.0,0.0
296,71.7991997508665,21.11359975118651,101.22863142179294,0.0,0.0
297,70.61459904175322,22.071255454154862,106.40945123970072,0.0,0.0
298,71.62572423767791,20.135055704783692,104.01887161373597,0.0,0.0
299,71.25925768384722,20.93936306407157,93.40298390249289,0.0,0.0
300,68.34200997815586,20.343370349795475,99.4283445047033,0.0,0.0
301,68.87963791960605,20.75550490646559,99.93013158885103,0.0,0.0
302,71.49458721024652,18.835453221889885,110.75770531847503,0.0,0.0
303,71.22074053086693,19.511863719857875,98.35104409377266,0.0,0.0
304,69.9581968120717,20.395469440045584,95.08758048331909,0.0,0.0
305,70.23465476661757,21.212490944081978,102.19162714738322,0.0,0.0
306,72.55532979157685,19.181865778362326,102.4849285981189,0.0,0.0
307,68.81685722232834,17.966700888959874,99.63113568135154,0.0,0.0
308,71.09419476234008,19.50173557355875,98.89869498514555,0.0,0.0
309,69.59561469513221,21.01013071434825,104.74451978031043,0.0,0.0
310,69.56463759354556,18.41610440891215,95.7320092287009,0.0,0.0
311,72.19755370397438,18.823080107868417,98.29523328565732,0.0,0.0
312,71.65083269797606,20.15591858605111,97.38925068943306,0.0,0.0
313,71.62701927200128,19.884028747238535,105.46947298810294,0.0,0.0
314,72.61095761430866,20.594466481553226,101.42747101643172,0.0,0.0
315,70.04200768326552,18.77127323955442,94.67502951339365,0.0,0.0
316,71.36390594258992,19.67502140583133,95.17746803368615,0.0,0.0
317,69.37946648681309,21.195185402403098,109.36707561806075,0.0,0.0
318,70.64833270497688,18.807103806363216,105.4160887405352,0.0,0.0
319,69.73971389126463,21.476912296310267,104.2077514076174,0.0,0.0
320,70.19399192998543,18.932583014111312,100.0612347048667,0.0,0.0
321,71.19031405087382,20.84938157737761,107.54236620060205,0.0,0.0
322,68.36355863353306,19.627041489786876,94.4829760701087,0.0,0.0
323,74.18477455137092,18.855091742361022,103.76483756102245,0.0,0.0
324,67.9879652370006,19.5031009528474,97.78363246737219,0.0,0.0
325,67.57162277442454,20.544929188178994,98.75553340172385,0.0,0.0
326,72.31622174700014,19.99314600509851,103.62894632416193,0.0,0.0
327,71.58332538792587,21.118469411443343,99.28221245659246,0.0,0.0
328,71.24823963410431,21.435740060934883,97.8265007026937,0.0,0.0
329,71.25669101852856,18.81696933468215,97.52421175956037,0.0,0.0
330,69.97550645430617,18.743730855089655,90.06827127244438,0.0,0.0
331,68.20549125702834,18.69520622637916,103.81601809637829,0.0,0.0
332,70.15160911638745,19.10080390395198,94.96684963600603,0.0,0.0
333,68.64567657697577,21.104214520819745,109.2920470282964,0.0,0.0
334,71.9502394668355,20.560361950666735,98.56193725092504,0.0,0.0
335,69.70588523699573,19.454972427077568,106.54719898722979,0.0,0.0
336,68.34900560641498,19.988897409377167,90.9548448365866,0.0,0.0
337,69.35722831669402,21.40430550516594,103.657415105993,0.0,0.0
338,70.82586290855124,21.90801085097912,104.94277866255906,0.0,0.0
339,68.87255089439205,20.259384333442803,106.51781817182217,0.0,0.0
340,68.35555920886713,17.340718815952602,92.35980613606694,0.0,0.0
341,70.48737442298382,20.297287094759973,96.48640681456536,0.0,0.0
342,70.48993314221744,20.934748129541347,102.8825497637804,0.0,0.0
343,68.98611364925775,20.224632315856073,100.74220989422055,0.0,0.0
344,69.05792338876336,20.726514918734782,101.46679821281917,0.0,0.0
345,70.46409987471527,20.357065374460383,98.19856697095334,0.0,0.0
346,67.10383131700536,18.765354582518135,107.75399307527846,0.0,0.0
347,67.1850724512469,19.113761566636537,113.04232724139906,0.0,0.0
348,68.56311155749513,19.678847812869844,100.51989962004545,0.0,0.0
349,69.5731056965763,21.065414778238353,102.26710622752626,0.0,0.0
350,70.62181513119602,19.23411593167938,100.28121872811408,0.0,0.0
351,72.9507124338991,20.455902633167646,106.42026699523718,0.0,0.0
352,71.71531924640404,20.3036925939212,104.14558142128405,0.0,0.0
353,69.68012294007315,21.58619726507913,94.66809714681578,0.0,0.0
354,69.96196758419462,19.958320221870586,96.93648994752678,0.0,0.0
355,67.99494127072438,18.245241581723743,94.95351603497056,0.0,0.0
356,69.96297372801521,20.64687046489678,113.47411166097756,0.0,0.0
357,69.42268272215972,22.138055211634004,103.17655891791034,0.0,0.0
358,70.64543712067618,20.712383344866456,97.02156886945109,0.0,0.0
359,68.34553811289535,19.21233840818959,96.6222397968758,0.0,0.0
360,71.03869302848234,18.918054120821036,104.02615636483455,0.0,0.0
361,73.06547782600515,19.047031166492594,104.52460074829567,0.0,0.0
362,69.78247970308628,22.003311880382046,103.99053856542206,0.0,0.0
363,70.80342344419789,19.672672559478563,97.8722132067514,0.0,0.0
364,71.38028798342222,19.337356606171973,101.52921822207088,0.0,0.0
365,69.19755905622833,19.841563355872765,100.55457548816692,0.0,0.0
366,70.44818496362083,19.683092951394297,95.31869813780787,0.0,0.0
367,70.02518480156358,21.567650359787503,95.36753078561989,0.0,0.0
368,70.19535219709766,18.985522508983696,102.05982522271567,0.0,0.0
369,68.45398043228907,21.180643231660447,100.9822554052183,0.0,0.0
370,70.04902034851789,20.122092096451084,102.76675855421105,0.0,0.0
371,70.9959965824909,21.207026513427685,103.95511519346859,0.0,0.0
372,72.90228721559008,21.582619043734052,107.49691311248765,0.0,0.0
373,71.91854165217042,20.084797633913094,96.12047806941976,0.0,0.0
374,74.30636491502311,19.684936390400836,103.15118099362691,0.0,0.0
375,68.4653048742239,20.066178831865102,103.74599408264342,0.0,0.0
376,71.74464127344136,19.905229327994867,98.43934793737277,0.0,0.0
377,70.3666840114767,18.34303354426127,100.60931591784635,0.0,0.0
378,74.37960586643534,21.552480373785073,98.56720721651963,0.0,0.0
379,68.3834034292897,20.24578501738119,110.54295191678588,0.0,0.0
380,68.32055631563844,18.836900814948947,100.52426345220553,0.0,0.0
381,68.80121470911196,17.932476679801592,102.25752554355697,0.0,0.0
382,65.75220855138039,17.67240076706965,98.68007851541394,0.0,0.0
383,68.94848995663848,20.770480436687503,97.60182716874606,0.0,0.0
384,68.4817346768926,19.381022431592903,93.48998669149161,0.0,0.0
385,70.30078757295242,19.545099331894868,105.49934312362666,0.0,0.0
386,70.68351195155432,20.488154264538824,103.84218748698301,0.0,0.0
387,73.75234167843178,19.48395184389822,98.49451777780108,0.0,0.0
388,71.9008476763721,20.546524416053515,95.49815048468028,0.0,0.0
389,68.84619268867519,20.095264064376714,100.89954263210072,0.0,0.0
390,68.20317065730329,19.915870416850765,97.51151596851516,0.0,0.0
391,70.983838343013,18.42724959430851,98.88978715683939,0.0,0.0
392,67.35953358595872,19.180268643561142,93.68220027698558,0.0,0.0
393,73.6629175317087,20.602535365586867,101.08534790324015,0.0,0.0
394,72.35888024144258,19.31797818513595,101.18501600994375,0.0,0.0
395,69.0616486957906,21.20536955578449,105.47361442119842,0.0,0.0
396,66.57373094181824,22.346401323993398,99.24629215683697,0.0,0.0
397,72.70774474833082,20.656385300841322,98.33218761398082,0.0,0.0
398,69.77092030949477,21.492831891365157,92.21619566941388,0.0,0.0
399,72.47563262394692,20.720727238296067,105.50480474181315,0.0,0.0
400,66.81114468241127,19.465737977327812,104.4641155827848,0.0,0.0
401,68.80124995409246,20.200151664807425,100.14369220703401,0.0,0.0
402,70.01048739943637,22.01332094609744,93.35384472734813,0.0,0.0
403,70.09396118752949,19.476446257372547,93.92736484455929,0.0,0.0
404,69.09986905704152,18.960672701121926,97.26447035617855,0.0,0.0
405,71.245699864695,18.865805576884732,104.82612854433332,0.0,0.0
406,67.86475914123481,19.78247061616645,101.4516881762082,0.0,0.0
407,69.71524102995741,18.99652791135694,92.53321405559112,0.0,0.0
408,70.2405912634238,21.674019427437237,102.02105957300111,0.0,0.0
409,71.0288776681175,20.216356534591288,95.80426710414571,0.0,0.0
